ticker,phase,score,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
AMD,PRE_RECLAIM_WATCH,100.0,524.225,daily,log_regression,AT_UPPER,0.921,15,355.26,409.49,daily,96.15,nearest_support_gap_hi,523.56,True,False,7.39,7.39,0.09,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.39% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
EEM,ACTIVE_RECLAIM_WATCH,100.0,66.92,daily,log_regression,MID,0.488,42,57.31,60.44,daily,100.0,nearest_support_gap_hi,66.74,True,True,6.95,6.95,0.09,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.95% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
FRSH,PRE_RECLAIM_WATCH,100.0,10.025,daily,log_regression,AT_UPPER,0.74,38,9.85,10.02,weekly,100.0,nearest_support_gap_hi,10.02,True,False,6.63,6.63,0.35,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.63% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
ARWR,ACTIVE_RECLAIM_WATCH,100.0,79.365,daily,log_regression,AT_LOWER,0.119,31,56.33,57.16,weekly,96.77,nearest_support_gap_hi,79.36,True,True,6.53,6.53,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.53% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
ABCL,ACTIVE_RECLAIM_WATCH,100.0,7.9231,daily,log_regression,OUTSIDE_UP,1.087,19,7.38,7.56,weekly,100.0,nearest_support_gap_hi,7.8099,True,True,6.27,6.27,0.09,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.27% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
PGY,PRE_RECLAIM_WATCH,100.0,16.155,daily,log_regression,AT_UPPER,0.712,18,11.17,11.38,weekly,84.21,nearest_support_gap_hi,16.11,True,False,6.1,6.1,0.03,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.1% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
BFLY,ACTIVE_RECLAIM_WATCH,100.0,9.15,weekly,log_regression,OUTSIDE_UP,1.125,34,5.74,7.21,daily,100.0,nearest_support_gap_hi,9.08,True,True,5.9,5.9,2.24,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.9% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
OSCR,PRE_RECLAIM_WATCH,100.0,28.98,1h,log_regression,AT_UPPER,0.958,28,20.98,22.25,daily,98.18,nearest_support_gap_hi,28.975,True,False,5.81,5.81,0.21,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.81% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
SLS,ACTIVE_RECLAIM_WATCH,100.0,14.28,weekly,log_regression,OUTSIDE_UP,1.049,25,12.39,13.33,weekly,100.0,nearest_support_gap_hi,14.0399,True,True,5.6,5.6,,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.6% from recent high | recent tag/reclaim of nearest_support_gap_hi,
ATAI,ACTIVE_RECLAIM_WATCH,100.0,5.225,weekly,log_regression,MID,0.387,26,4.06,4.17,weekly,97.56,nearest_support_gap_hi,5.11,True,True,5.45,5.45,0.1,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.45% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
WFC,PRE_RECLAIM_WATCH,100.0,84.26,weekly,log_regression,AT_LOWER,0.295,43,62.51,63.16,weekly,100.0,nearest_support_gap_hi,84.1989,True,False,5.28,5.28,0.45,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.28% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
IVW,PRE_RECLAIM_WATCH,100.0,134.91,weekly,log_regression,MID,0.534,54,97.06,100.51,weekly,100.0,nearest_support_gap_hi,134.87,True,False,5.26,5.26,0.1,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.26% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
FCEL,ACTIVE_RECLAIM_WATCH,100.0,29.285,daily,log_regression,AT_UPPER,0.818,19,24.0,25.54,weekly,100.0,nearest_support_gap_hi,28.825,True,True,5.17,5.17,,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.17% from recent high | recent tag/reclaim of nearest_support_gap_hi,
CLOV,ACTIVE_RECLAIM_WATCH,100.0,5.325,daily,log_regression,MID,0.428,27,4.29,4.56,daily,100.0,nearest_support_gap_hi,5.3093,True,True,5.16,5.16,0.23,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.16% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
ALAB,ACTIVE_RECLAIM_WATCH,100.0,431.395,daily,log_regression,MID,0.435,26,367.15,382.5,weekly,100.0,nearest_support_gap_hi,429.46,True,True,4.91,4.91,1.36,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
HTFL,ACTIVE_RECLAIM_WATCH,100.0,34.83,1h,log_regression,AT_LOWER,0.268,16,32.84,33.47,daily,100.0,nearest_support_gap_hi,34.64,True,True,4.67,4.67,0.06,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
GLW,ACTIVE_RECLAIM_WATCH,100.0,243.54,daily,log_regression,AT_UPPER,0.794,37,221.05,226.9,weekly,100.0,nearest_support_gap_hi,241.59,True,True,4.62,4.62,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback
DFTX,ACTIVE_RECLAIM_WATCH,100.0,44.99,1h,log_regression,AT_LOWER,0.322,19,24.77,38.58,weekly,100.0,nearest_support_gap_hi,39.25,True,True,4.49,4.49,1.29,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
TER,ACTIVE_RECLAIM_WATCH,100.0,460.325,daily,log_regression,MID,0.459,39,403.2,426.45,weekly,100.0,nearest_support_gap_hi,459.54,True,True,4.27,4.27,0.44,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
ALGM,ACTIVE_RECLAIM_WATCH,100.0,64.825,daily,log_regression,AT_UPPER,0.934,42,50.405,52.805,weekly,98.55,nearest_support_gap_hi,63.38,True,True,3.99,3.99,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown
NWL,ACTIVE_RECLAIM_WATCH,100.0,5.945,1h,log_regression,MID,0.56,34,5.51,5.54,daily,89.36,nearest_support_gap_hi,5.88,True,True,3.55,3.55,17.75,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown
RLAY,ACTIVE_RECLAIM_WATCH,100.0,19.325,daily,log_regression,MID,0.669,48,15.88,16.14,weekly,100.0,nearest_support_gap_hi,19.2,True,True,3.08,3.08,,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown
CMPS,ACTIVE_RECLAIM_WATCH,100.0,14.88,daily,log_regression,OUTSIDE_UP,1.09,42,10.37,11.635,weekly,96.77,nearest_support_gap_hi,14.8401,True,True,2.75,2.75,,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high
KLAC,ACTIVE_RECLAIM_WATCH,100.0,271.42,daily,log_regression,AT_UPPER,0.969,43,192.92,203.0,weekly,100.0,nearest_support_gap_hi,269.24,True,True,2.66,2.66,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high
KEEL,PRE_RECLAIM_WATCH,99.4,5.715,daily,log_regression,AT_LOWER,0.141,11,4.39,4.55,weekly,100.0,nearest_support_gap_hi,5.7,True,False,28.96,28.96,2.45,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
UAA,ACTIVE_RECLAIM_WATCH,99.2,6.145,daily,log_regression,MID,0.391,11,4.78,4.91,daily,90.91,nearest_support_gap_hi,5.95,True,True,32.63,32.63,1.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
ABT,PRE_RECLAIM_WATCH,99.2,94.27,15m,gap_topology,AT_UPPER,1.084,24,84.47,84.86,weekly,94.55,nearest_support_gap_hi,94.075,True,False,23.92,23.92,0.08,OPTIONS_NOT_CHECKED,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 23.92% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
STTK,PRE_RECLAIM_WATCH,98.8,6.515,daily,log_regression,AT_LOWER,0.092,40,4.97,5.0,weekly,96.36,nearest_support_gap_hi,6.505,True,False,27.86,27.86,0.08,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
UBER,PRE_RECLAIM_WATCH,98.1,75.68,weekly,log_regression,AT_LOWER,0.271,24,58.48,62.55,daily,100.0,nearest_support_gap_hi,75.67,True,False,6.8,6.8,0.52,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.8% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
SSRM,PRE_RECLAIM_WATCH,97.9,28.265,weekly,log_regression,AT_LOWER,0.113,18,22.01,22.75,weekly,97.5,nearest_support_gap_hi,28.22,True,False,29.19,29.19,0.51,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
SDOT,ACTIVE_RECLAIM_WATCH,96.7,33.47,5m,log_regression,AT_UPPER,0.78,9,32.53,32.75,1h,93.24,nearest_support_gap_hi,32.75,True,True,61.28,61.28,28.47,GAPS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,mostly_low_timeframe_channel | deep_damage_pullback
XLP,PRE_RECLAIM_WATCH,96.0,84.29,weekly,log_regression,MID,0.534,30,79.25,79.53,weekly,100.0,nearest_support_gap_hi,84.12,True,False,6.85,6.85,0.13,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.85% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
TECH,PRE_RECLAIM_WATCH,95.9,70.995,1h,log_regression,AT_UPPER,0.807,34,58.875,70.225,daily,100.0,nearest_support_gap_hi,70.85,True,False,4.23,4.23,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | overhead_gap_too_close
SLB,PRE_RECLAIM_WATCH,95.5,46.59,daily,log_regression,AT_LOWER,0.072,19,40.2,43.0,weekly,100.0,nearest_support_gap_hi,46.545,True,False,26.25,26.25,0.02,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
FRMI,PRE_RECLAIM_WATCH,94.1,9.59,daily,log_regression,AT_UPPER,0.839,16,7.14,7.4,weekly,97.14,nearest_support_gap_hi,9.5,True,False,25.65,25.65,2.09,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
NCNO,ACTIVE_RECLAIM_WATCH,94.1,15.45,15m,log_regression,AT_LOWER,0.147,6,15.355,15.36,5m,53.85,nearest_support_gap_hi,15.36,True,True,23.43,23.43,0.61,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | controlled pullback 23.43% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
AEO,PRE_RECLAIM_WATCH,93.8,17.04,daily,log_regression,AT_LOWER,0.165,10,10.74,11.41,daily,97.22,nearest_support_gap_hi,17.01,True,False,52.41,52.41,2.73,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed
SRPT,ACTIVE_RECLAIM_WATCH,93.6,16.835,1h,log_regression,AT_LOWER,0.171,15,13.86,15.83,daily,90.24,nearest_support_gap_hi,16.75,True,True,41.67,41.67,0.15,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
NAVN,PRE_RECLAIM_WATCH,93.2,23.38,daily,log_regression,MID,0.456,31,22.82,23.175,weekly,97.73,nearest_support_gap_hi,23.36,True,False,4.79,4.79,0.17,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | overhead_gap_too_close
RXT,ACTIVE_RECLAIM_WATCH,92.7,6.125,1h,log_regression,MID,0.472,12,5.44,5.78,weekly,95.0,nearest_support_gap_hi,6.05,True,True,40.41,40.41,0.24,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
RARE,PRE_RECLAIM_WATCH,92.3,30.28,1h,log_regression,MID,0.372,38,27.44,27.56,weekly,95.31,nearest_support_gap_hi,30.27,True,False,4.82,4.82,0.03,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | overhead_gap_too_close
MKSI,ACTIVE_RECLAIM_WATCH,92.2,410.155,daily,log_regression,AT_UPPER,0.682,37,355.69,367.88,weekly,100.0,nearest_support_gap_hi,408.8,True,True,2.79,2.79,0.03,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high | overhead_gap_too_close
RVMD,ACTIVE_RECLAIM_WATCH,92.2,186.17,daily,log_regression,MID,0.548,39,98.19,132.26,weekly,100.0,nearest_support_gap_hi,184.125,True,True,2.45,2.45,0.17,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high | overhead_gap_too_close
AMAT,ACTIVE_RECLAIM_WATCH,92.2,696.45,daily,log_regression,OUTSIDE_UP,1.033,32,453.01,476.0,weekly,100.0,nearest_support_gap_hi,685.54,True,True,1.8,1.8,,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
MRNA,ACTIVE_RECLAIM_WATCH,91.1,67.77,daily,log_regression,AT_UPPER,0.805,31,49.91,51.37,weekly,97.26,nearest_support_gap_hi,66.24,True,True,3.14,3.14,0.1,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown | overhead_gap_too_close
IBRX,PRE_RECLAIM_WATCH,90.7,8.755,daily,log_regression,MID,0.457,17,5.52,6.45,weekly,100.0,nearest_support_gap_hi,8.685,True,False,41.98,41.98,1.09,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
SPGI,ACTIVE_RECLAIM_WATCH,90.6,405.64,1h,log_regression,MID,0.645,1,400.46,400.53,15m,41.38,nearest_support_gap_hi,400.53,True,True,12.59,12.59,0.22,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | some bullish shelf support | controlled pullback 12.59% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
NOW,ACTIVE_RECLAIM_WATCH,89.0,100.765,1h,log_regression,MID,0.638,31,98.34,99.86,weekly,93.85,nearest_support_gap_hi,100.48,True,True,38.14,38.14,0.42,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
COMP,ACTIVE_RECLAIM_WATCH,88.9,11.28,1h,log_regression,MID,0.647,42,8.59,8.94,weekly,100.0,nearest_support_gap_hi,11.0,True,True,3.99,3.99,0.09,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown | overhead_gap_too_close
IONQ,PRE_RECLAIM_WATCH,88.0,52.2451,daily,log_regression,AT_LOWER,0.228,18,35.76,38.36,daily,100.0,nearest_support_gap_hi,52.115,True,False,40.97,40.97,0.52,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
QCOM,PRE_RECLAIM_WATCH,87.1,191.955,1h,log_regression,AT_LOWER,0.062,28,148.85,156.305,weekly,100.0,nearest_support_gap_hi,191.94,True,False,35.41,35.41,0.53,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
HPE,PRE_RECLAIM_WATCH,86.6,43.7,1h,log_regression,AT_LOWER,0.164,25,38.21,42.78,daily,100.0,nearest_support_gap_hi,43.51,True,False,49.86,49.86,0.94,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
MSTR,PRE_RECLAIM_WATCH,85.6,88.85,15m,log_regression,AT_UPPER,0.957,15,83.23,85.67,daily,88.46,upper,89.1,True,False,121.72,121.72,7.47,GAPS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper | room back to recent high,deep_damage_pullback | not_yet_reclaimed
CMCSA,PRE_RECLAIM_WATCH,84.5,24.72,1h,value_area,AT_UPPER,0.869,16,23.17,24.685,weekly,100.0,nearest_support_gap_hi,24.685,True,False,31.07,31.07,0.24,GAPS_MISSING,flat value-area support | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
ORCL,PRE_RECLAIM_WATCH,79.1,148.91,weekly,log_regression,AT_LOWER,0.116,11,138.09,139.77,daily,87.67,nearest_support_gap_hi,148.6,True,False,68.05,68.05,0.01,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
ACHV,PRE_RECLAIM_WATCH,78.9,6.125,daily,log_regression,AT_UPPER,0.727,28,3.55,4.05,daily,100.0,nearest_support_gap_hi,6.115,True,False,3.05,3.05,0.08,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | room_to_high_unknown | overhead_gap_too_close
MSFT,ACTIVE_RECLAIM_WATCH,77.8,371.0851,1h,log_regression,MID,0.423,2,357.12,357.15,5m,66.67,nearest_support_gap_hi,357.15,True,True,25.66,25.66,0.14,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | some bullish shelf support | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
NFLX,PRE_RECLAIM_WATCH,75.2,75.22,weekly,log_regression,OUTSIDE_DOWN,-0.016,18,70.435,73.764,daily,96.3,nearest_support_gap_hi,75.125,True,False,44.84,44.84,0.05,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
LRCX,ACTIVE_RECLAIM_WATCH,75.2,409.74,daily,log_regression,AT_UPPER,0.729,46,309.27,318.545,weekly,100.0,nearest_support_gap_hi,408.475,True,True,1.28,1.28,0.11,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
LQD,PRE_RECLAIM_WATCH,72.2,109.6084,daily,value_area,AT_UPPER,1.006,34,106.28,106.92,weekly,98.15,upper,109.6,True,False,2.12,2.12,0.01,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high | overhead_gap_too_close
PENN,PRE_RECLAIM_WATCH,71.0,22.1,daily,log_regression,MID,0.656,38,21.085,21.57,daily,98.11,nearest_support_gap_hi,22.07,True,False,1.18,1.18,2.62,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,not_pulled_back | not_yet_reclaimed | little_room_to_recent_high
PAY,PRE_RECLAIM_WATCH,70.9,23.87,15m,log_regression,MID,0.654,24,19.51,22.22,daily,100.0,nearest_support_gap_hi,23.7586,True,False,36.28,36.28,0.25,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
T,PRE_RECLAIM_WATCH,70.7,21.555,weekly,log_regression,OUTSIDE_DOWN,-0.229,8,18.57,18.92,daily,96.67,nearest_support_gap_hi,21.3998,True,True,36.56,36.56,0.09,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,far_from_channel_envelope | deep_damage_pullback | overhead_gap_too_close
LCID,PRE_RECLAIM_WATCH,69.8,6.285,5m,log_regression,MID,0.606,22,4.7001,4.71,15m,54.17,nearest_support_gap_hi,6.25,True,True,76.33,76.33,2.15,GAPS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,mostly_low_timeframe_channel | deep_damage_pullback | overhead_gap_too_close
BABA,PRE_RECLAIM_WATCH,68.3,94.925,1h,log_regression,OUTSIDE_DOWN,-1.911,15,89.14,90.59,weekly,100.0,nearest_support_gap_hi,93.2,True,True,64.69,64.69,0.18,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,far_from_channel_envelope | deep_damage_pullback | overhead_gap_too_close
