ticker,phase,score,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
PGY,ACTIVE_RECLAIM_WATCH,100.0,16.2101,daily,log_regression,AT_UPPER,0.724,7,11.17,11.38,weekly,83.78,nearest_support_gap_hi,15.68,True,True,5.74,5.74,18.69,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.74% from recent high | recent tag/reclaim of nearest_support_gap_hi,
ARWR,ACTIVE_RECLAIM_WATCH,100.0,79.96,daily,log_regression,AT_LOWER,0.129,24,56.33,57.16,weekly,98.46,nearest_support_gap_hi,79.55,True,True,5.74,5.74,0.34,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.74% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
ABCL,ACTIVE_RECLAIM_WATCH,100.0,7.9801,daily,log_regression,OUTSIDE_UP,1.101,8,7.38,7.56,weekly,100.0,upper,7.65,True,True,5.51,5.51,0.75,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.51% from recent high | recent tag/reclaim of upper,overhead_gap_too_close
IVW,PRE_RECLAIM_WATCH,100.0,135.0598,weekly,log_regression,MID,0.538,37,97.06,100.51,weekly,100.0,nearest_support_gap_hi,134.78,True,False,5.14,5.14,1.64,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.14% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
CLOV,ACTIVE_RECLAIM_WATCH,100.0,5.335,daily,log_regression,MID,0.431,9,4.29,4.56,daily,100.0,nearest_support_gap_hi,5.2035,True,True,4.97,4.97,1.12,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
ATAI,PRE_RECLAIM_WATCH,100.0,5.265,weekly,log_regression,MID,0.395,10,4.06,4.17,weekly,97.56,nearest_support_gap_hi,4.36,True,False,4.65,4.65,11.87,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed
COMP,ACTIVE_RECLAIM_WATCH,100.0,11.295,1h,log_regression,MID,0.653,21,8.59,8.94,weekly,100.0,nearest_support_gap_hi,10.75,True,True,4.65,4.65,0.4,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
NAVN,ACTIVE_RECLAIM_WATCH,100.0,23.42,daily,log_regression,MID,0.458,19,22.82,23.175,weekly,97.67,nearest_support_gap_hi,23.175,True,True,4.61,4.61,0.15,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
RARE,ACTIVE_RECLAIM_WATCH,100.0,30.345,1h,log_regression,MID,0.373,30,27.44,27.56,weekly,95.31,nearest_support_gap_hi,29.99,True,True,4.6,4.6,1.1,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
DFTX,ACTIVE_RECLAIM_WATCH,100.0,44.95,1h,log_regression,AT_LOWER,0.312,13,24.77,38.58,weekly,100.0,nearest_support_gap_hi,39.25,True,True,4.58,4.58,0.2,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
HTFL,ACTIVE_RECLAIM_WATCH,100.0,34.9088,1h,log_regression,AT_LOWER,0.276,13,32.84,33.47,daily,100.0,nearest_support_gap_hi,34.035,True,True,4.44,4.44,0.26,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
QQQM,ACTIVE_RECLAIM_WATCH,100.0,296.01,daily,log_regression,AT_UPPER,0.719,44,200.96,208.75,weekly,100.0,nearest_support_gap_hi,294.94,True,True,4.12,4.12,0.02,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | overhead_gap_too_close
ALGM,PRE_RECLAIM_WATCH,100.0,64.855,daily,log_regression,AT_UPPER,0.935,28,50.405,52.805,weekly,98.55,upper,66.65,True,False,3.94,3.94,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper,shallow_pullback | not_yet_reclaimed | room_to_high_unknown
CMPS,ACTIVE_RECLAIM_WATCH,100.0,14.97,daily,log_regression,OUTSIDE_UP,1.102,11,10.37,11.635,weekly,96.88,upper,14.21,True,True,2.47,2.47,,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of upper,shallow_pullback | little_room_to_recent_high
NWL,ACTIVE_RECLAIM_WATCH,100.0,6.01,1h,log_regression,MID,0.579,10,5.51,5.54,daily,89.58,nearest_support_gap_hi,5.54,True,True,2.43,2.43,16.47,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high
ALAB,ACTIVE_RECLAIM_WATCH,100.0,443.325,daily,log_regression,MID,0.483,17,367.15,382.5,weekly,100.0,nearest_support_gap_hi,434.44,True,True,2.09,2.09,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high
HPE,ACTIVE_RECLAIM_WATCH,99.9,43.76,daily,log_regression,MID,0.395,9,38.21,42.78,daily,100.0,nearest_support_gap_hi,42.78,True,True,46.82,46.82,0.8,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
FRSH,PRE_RECLAIM_WATCH,99.8,10.035,daily,log_regression,AT_UPPER,0.744,20,9.85,10.02,weekly,100.0,nearest_support_gap_hi,10.02,True,False,6.53,6.53,0.25,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.53% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
KLAC,PRE_RECLAIM_WATCH,99.2,271.965,daily,log_regression,AT_UPPER,0.973,20,192.92,203.0,weekly,100.0,upper,275.32,True,False,2.51,2.51,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high
XLP,PRE_RECLAIM_WATCH,99.0,84.2097,weekly,log_regression,MID,0.524,19,79.25,79.53,weekly,100.0,nearest_support_gap_hi,84.12,True,False,6.95,6.95,0.23,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.95% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
RKLB,ACTIVE_RECLAIM_WATCH,97.4,94.215,daily,log_regression,MID,0.336,4,84.54,91.295,daily,93.44,nearest_support_gap_hi,91.295,True,True,60.27,60.27,1.92,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
JPM,ACTIVE_RECLAIM_WATCH,97.1,332.26,weekly,log_regression,MID,0.464,40,253.08,262.9,weekly,100.0,nearest_support_gap_hi,329.05,True,True,3.37,3.37,0.47,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown | overhead_gap_too_close
IBRX,ACTIVE_RECLAIM_WATCH,96.7,8.7,daily,log_regression,MID,0.45,8,5.52,6.45,weekly,100.0,nearest_support_gap_hi,7.665,True,True,42.87,42.87,0.06,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
UAA,ACTIVE_RECLAIM_WATCH,96.3,6.16,daily,log_regression,MID,0.397,8,4.78,4.91,daily,91.43,nearest_support_gap_hi,5.87,True,True,32.31,32.31,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
STTK,PRE_RECLAIM_WATCH,95.8,6.46,daily,log_regression,AT_LOWER,0.082,13,4.97,5.0,weekly,96.23,nearest_support_gap_hi,6.41,True,False,28.95,28.95,0.15,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
RXT,ACTIVE_RECLAIM_WATCH,95.7,6.215,1h,log_regression,MID,0.487,5,5.44,5.78,weekly,95.24,nearest_support_gap_hi,5.98,True,True,38.37,38.37,1.21,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
CEG,PRE_RECLAIM_WATCH,94.5,259.755,weekly,log_regression,AT_LOWER,0.022,13,256.095,259.735,weekly,90.91,nearest_support_gap_hi,259.735,True,False,28.51,28.51,0.24,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
CELH,ACTIVE_RECLAIM_WATCH,94.0,29.57,weekly,log_regression,AT_LOWER,0.032,4,22.74,24.085,daily,94.44,lower,28.53,True,True,100.57,100.57,4.29,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of lower | room back to recent high,deep_damage_pullback
SRPT,ACTIVE_RECLAIM_WATCH,93.6,16.85,1h,log_regression,AT_LOWER,0.176,5,13.86,15.83,daily,89.74,lower,16.33,True,True,41.54,41.54,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of lower | room back to recent high,deep_damage_pullback | overhead_gap_too_close
NOK,PRE_RECLAIM_WATCH,93.0,12.89,daily,log_regression,MID,0.453,12,10.46,10.73,weekly,100.0,nearest_support_gap_hi,11.7,True,False,35.38,35.38,0.16,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed | overhead_gap_too_close
FLO,PRE_RECLAIM_WATCH,92.5,7.915,1h,log_regression,MID,0.567,9,7.09,7.62,daily,100.0,upper,8.14,True,False,31.27,31.27,0.61,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
RVMD,ACTIVE_RECLAIM_WATCH,92.2,187.335,daily,log_regression,MID,0.558,36,98.19,132.26,weekly,100.0,nearest_support_gap_hi,186.44,True,True,1.96,1.96,,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
RLAY,ACTIVE_RECLAIM_WATCH,92.2,19.615,daily,log_regression,AT_UPPER,0.693,22,15.88,16.14,weekly,100.0,nearest_support_gap_hi,19.12,True,True,1.55,1.55,,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
GLW,ACTIVE_RECLAIM_WATCH,92.2,251.37,daily,log_regression,AT_UPPER,0.85,21,221.05,226.9,weekly,100.0,nearest_support_gap_hi,246.235,True,True,1.52,1.52,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
AMAT,ACTIVE_RECLAIM_WATCH,92.2,702.29,daily,log_regression,OUTSIDE_UP,1.05,32,453.01,476.0,weekly,100.0,nearest_support_gap_hi,699.86,True,True,0.95,0.95,,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
LRCX,ACTIVE_RECLAIM_WATCH,92.2,412.0,daily,log_regression,AT_UPPER,0.738,29,309.27,318.545,weekly,100.0,nearest_support_gap_hi,411.19,True,True,0.72,0.72,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high
PFE,ACTIVE_RECLAIM_WATCH,92.0,24.175,15m,value_area,MID,0.375,1,22.6,22.65,daily,87.5,lower,24.1,True,True,18.9,18.9,0.03,OPTIONS_NOT_CHECKED,flat value-area support | inside/near channel rails | some bullish shelf support | high-genesis parent shelf | controlled pullback 18.9% from recent high | recent tag/reclaim of lower | room back to recent high,overhead_gap_too_close
PEP,PRE_RECLAIM_WATCH,91.4,138.84,weekly,log_regression,OUTSIDE_DOWN,-0.089,4,131.04,131.195,weekly,90.0,lower,141.42,True,False,22.64,22.64,0.16,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | near channel envelope | bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 22.64% from recent high | tagging reload level lower | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
CMCSA,ACTIVE_RECLAIM_WATCH,90.5,24.755,1h,value_area,AT_UPPER,0.893,4,23.17,24.625,weekly,100.0,nearest_support_gap_hi,24.625,True,True,30.88,30.88,0.34,GAPS_MISSING,flat value-area support | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
XLI,PRE_RECLAIM_WATCH,89.3,182.73,daily,log_regression,AT_UPPER,0.679,45,136.11,140.31,weekly,100.0,nearest_support_gap_hi,182.24,True,False,3.22,3.22,0.15,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | room_to_high_unknown | overhead_gap_too_close
ACHV,ACTIVE_RECLAIM_WATCH,88.9,6.075,daily,log_regression,AT_UPPER,0.711,16,3.55,4.05,daily,100.0,nearest_support_gap_hi,5.99,True,True,3.9,3.9,0.08,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | room_to_high_unknown | overhead_gap_too_close
PAY,PRE_RECLAIM_WATCH,88.0,23.98,15m,log_regression,MID,0.657,9,19.51,22.22,daily,100.0,nearest_support_gap_hi,23.7586,True,False,35.65,35.65,9.13,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi | room back to recent high,deep_damage_pullback | not_yet_reclaimed
FXI,PRE_RECLAIM_WATCH,87.2,31.695,15m,log_regression,AT_UPPER,0.757,13,27.68,29.4,daily,100.0,nearest_support_gap_hi,31.65,True,False,23.38,23.38,0.08,OPTIONS_NOT_CHECKED,flat value-area support | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 23.38% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
MRNA,ACTIVE_RECLAIM_WATCH,86.1,68.015,daily,log_regression,AT_UPPER,0.812,24,49.91,51.37,weekly,97.26,nearest_support_gap_hi,67.945,True,True,2.77,2.77,0.35,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high | overhead_gap_too_close
SDOT,PRE_RECLAIM_WATCH,84.6,41.81,5m,log_regression,OUTSIDE_UP,1.116,2,32.53,32.75,1h,93.24,upper,39.46,True,False,29.11,29.11,13.85,GAPS_MISSING,ascending channel/control | inside/near channel rails | some bullish shelf support | high-genesis parent shelf | tagging reload level upper | room back to recent high,mostly_low_timeframe_channel | not_yet_reclaimed
ISRG,PRE_RECLAIM_WATCH,83.5,407.33,1h,value_area,AT_UPPER,1.0,7,404.7,406.44,weekly,95.38,upper,407.33,True,False,25.67,25.67,0.14,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
KEEL,PRE_RECLAIM_WATCH,82.4,5.745,daily,log_regression,AT_LOWER,0.149,2,4.39,4.55,weekly,100.0,lower,5.2,False,False,28.29,28.29,1.91,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | some bullish shelf support | high-genesis parent shelf | room back to recent high,no_recent_reload_tag | overhead_gap_too_close
PLTR,ACTIVE_RECLAIM_WATCH,81.8,115.76,15m,log_regression,MID,0.458,8,88.55,93.78,weekly,100.0,nearest_support_gap_hi,114.21,True,True,41.41,41.41,0.03,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,deep_damage_pullback | overhead_gap_too_close
EFA,PRE_RECLAIM_WATCH,81.4,103.125,daily,log_regression,MID,0.366,28,78.97,79.45,weekly,100.0,nearest_support_gap_hi,102.97,True,False,2.73,2.73,0.12,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high | overhead_gap_too_close
VTI,PRE_RECLAIM_WATCH,80.5,365.84,daily,log_regression,MID,0.6,36,277.97,286.78,weekly,100.0,nearest_support_gap_hi,365.16,True,False,2.42,2.42,0.1,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high | overhead_gap_too_close
BRK.B,ACTIVE_RECLAIM_WATCH,78.9,496.12,daily,log_regression,MID,0.622,19,431.67,434.16,weekly,91.43,nearest_support_gap_hi,494.09,True,True,2.1,2.1,0.11,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,shallow_pullback | little_room_to_recent_high | overhead_gap_too_close
JNJ,ACTIVE_RECLAIM_WATCH,74.8,256.2093,daily,log_regression,MID,0.498,70,195.93,196.96,weekly,98.94,nearest_support_gap_hi,253.19,True,True,0.64,0.64,0.05,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
FCEL,PRE_RECLAIM_WATCH,73.9,30.4354,daily,log_regression,AT_UPPER,0.877,4,24.0,25.54,weekly,100.0,upper,32.85,True,False,1.2,1.2,,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper,not_pulled_back | not_yet_reclaimed | little_room_to_recent_high
XLF,PRE_RECLAIM_WATCH,73.3,53.785,daily,gap_topology,AT_LOWER,0.265,15,49.88,51.19,daily,100.0,nearest_support_gap_hi,53.7,True,False,2.05,2.05,0.14,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level nearest_support_gap_hi,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high | overhead_gap_too_close
APH,ACTIVE_RECLAIM_WATCH,73.1,166.57,weekly,log_regression,MID,0.492,38,132.06,136.88,weekly,100.0,nearest_support_gap_hi,164.39,True,True,1.31,1.31,0.26,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
NCNO,ACTIVE_RECLAIM_WATCH,72.4,15.24,15m,log_regression,AT_LOWER,0.02,1,13.78,14.36,5m,21.43,lower,15.21,True,True,25.13,25.13,0.36,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | some bullish shelf support | recent tag/reclaim of lower | room back to recent high,overhead_gap_too_close
PENN,ACTIVE_RECLAIM_WATCH,72.0,22.165,daily,log_regression,MID,0.664,14,21.085,21.57,daily,98.21,nearest_support_gap_hi,21.5895,True,True,0.88,0.88,2.32,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
STUB,PRE_RECLAIM_WATCH,71.9,12.775,daily,log_regression,MID,0.586,8,7.52,8.55,daily,97.73,nearest_support_gap_hi,12.39,True,True,1.8,1.8,0.31,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
IVE,PRE_RECLAIM_WATCH,71.9,226.7,daily,log_regression,MID,0.474,31,181.84,182.37,weekly,100.0,nearest_support_gap_hi,225.8,True,True,1.48,1.48,0.02,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
IWM,PRE_RECLAIM_WATCH,70.7,297.18,daily,log_regression,MID,0.667,22,252.91,260.47,daily,100.0,nearest_support_gap_hi,294.76,True,True,1.45,1.45,0.57,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
UAL,PRE_RECLAIM_WATCH,70.6,136.8,1h,log_regression,OUTSIDE_UP,1.17,41,99.96,103.8,weekly,100.0,nearest_support_gap_hi,134.9699,True,True,1.2,1.2,0.1,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
MRK,PRE_RECLAIM_WATCH,67.6,128.93,daily,log_regression,MID,0.502,48,109.34,112.16,daily,100.0,nearest_support_gap_hi,128.2,True,True,0.6,0.6,0.16,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
BAC,PRE_RECLAIM_WATCH,67.4,58.1816,weekly,log_regression,MID,0.667,27,41.79,43.32,weekly,100.0,nearest_support_gap_hi,57.52,True,True,1.74,1.74,0.38,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
XLV,PRE_RECLAIM_WATCH,67.0,160.21,daily,log_regression,MID,0.663,41,147.55,150.38,daily,100.0,nearest_support_gap_hi,156.32,True,True,0.77,0.77,0.04,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
LQD,PRE_RECLAIM_WATCH,65.2,109.595,daily,value_area,AT_UPPER,0.996,20,106.28,106.92,weekly,98.18,upper,109.6,True,False,2.13,2.13,0.0,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper,shallow_pullback | not_yet_reclaimed | little_room_to_recent_high | overhead_gap_too_close
FTNT,PRE_RECLAIM_WATCH,64.3,156.45,daily,log_regression,AT_LOWER,0.32,20,89.95,105.255,daily,100.0,nearest_support_gap_hi,152.974,True,True,1.67,1.67,0.04,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi,not_pulled_back | little_room_to_recent_high | overhead_gap_too_close
